H-BT-C                  60.000    109.439   0 med # educated guess 
Si-OS-BT                60.000    142.061   0 med # educated guess 
CT-NIP-BT               60.000    118.760   0 med # educated guess 
OS-C-BT                 60.000    113.510   0 med # educated guess 
BT-Se-BT                60.000     71.602   4 med # educated guess 
BT-BT-B                 60.000     59.703   3 med # educated guess 
O-BT-OS                 60.000    108.120   0 med # educated guess 
NB-BT-NIP               60.000    105.456   0 med # educated guess 
CT-OS-B                 60.000    119.083   0 med # educated guess 
HC-CM-B                 60.000    118.935   0 med # educated guess 
CT-NP-BT                60.000    111.937   0 med # educated guess 
BT-NIP-BT               60.000     92.993   4 med # educated guess 
#
C4T-C4T-CT          95.000   90.800  4  high # dft/6-31g* empfc
C5A-CA-CA           65.000  123.200  0  high # dft/6-31g* empfc
CA-C5A-NA           90.000  117.180  0  high # dft/6-31g* empfc
CA-CA-CG            60.000  119.240  1  high # dft/6-31g* empfc
CA-CA-CM            60.000  118.700  1  high # dft/6-31g* empfc
CA-CG-NG            65.000  125.020  1  high # dft/6-31g* empfc
CA-CM-CM            60.000  123.660  1  high # dft/6-31g* empfc
C4M-CA-CA           40.000  136.180  0  high # dft/6-31g* empfc
CA-CA-N4T           50.000  129.380  0  high # dft/6-31g* empfc
CA-CM-SY            70.000  112.960  1  high # dft/6-31g* empfc
C-CT1-CTN           63.000  111.100  0  high # opls core
CZ-CT-HC            35.000  108.500  0  high # opls core
N*-CN-NNC           70.000  126.200  0  high # opls core
HC-CT-HC            33.000  107.800  0  high # opls core
CD-NY-CT            50.000  120.500  0  high # opls core
CT1-CTG-HC          37.500  110.700  0  high # opls core
CTD-CT-HC           37.500  110.700  0  high # opls core
C5BC-C5A-HA         35.000  132.100  0  high # opls core
CA-CA-F             80.000  120.000  0  high # opls core
Cl-CT-HC            51.000  107.600  0  high # opls core
CM-CT-HC            35.000  109.500  0  high # opls core
CDX-NNC-CN          70.000  112.200  0  high # opls core
CTS-CT-HC           37.500  110.700  0  high # opls core
C-NNC-CDX           70.000  123.154  0  high # opls core ab initio theta
C5A-CTC-CT1         63.000  114.000  0  high # opls core
C-CTA-CT            63.000  111.100  0  high # opls core
